hedonic	4.33333333333333	5	3	4.66666666666667	4	5	3.66666666666667	4.66666666666667	4.66666666666667	3.66666666666667	4.33333333333333	3.66666666666667	3.66666666666667	1	4.66666666666667	0	1	3.66666666666667	3.66666666666667	4	3.33333333333333	4.66666666666667	5	4	2.33333333333333	2	4	4.66666666666667	4	2.33333333333333	3.66666666666667	4	3.66666666666667	3.33333333333333	4	5	4	4	4.33333333333333	4	3.66666666666667	3.66666666666667	2.33333333333333	3.33333333333333	4.66666666666667	4.33333333333333	2.33333333333333	4	3.66666666666667	4.66666666666667	5	4.33333333333333	0.666666666666667	1	2	3.33333333333333	4.33333333333333	4.33333333333333	2.66666666666667	4.33333333333333	3	5	3.33333333333333	3.33333333333333	4	4	2.66666666666667	4	1	3.66666666666667	4	3.66666666666667	3.66666666666667	3.66666666666667	3	3	4.33333333333333	2.66666666666667	4	1.33333333333333	5	2.66666666666667	3	3.66666666666667	3.33333333333333	2.33333333333333	3.33333333333333	4	4	4.66666666666667	4.66666666666667	3	3.66666666666667	5	4.33333333333333	3.33333333333333	5	4.33333333333333	3.33333333333333	4.66666666666667	4.33333333333333	3.66666666666667	4.33333333333333	4.66666666666667	4.66666666666667	4.33333333333333	5	4	4.33333333333333	2	3.66666666666667	4.66666666666667	2.66666666666667	4	0	4	4	3	3.66666666666667	3	2	5
eudaimonic	3.72727272727273	4.18181818181818	2.27272727272727	4.72727272727273	2.54545454545455	4.63636363636364	3.27272727272727	4.63636363636364	4.54545454545455	3.27272727272727	4.18181818181818	3.36363636363636	4	2.72727272727273	4.36363636363636	0.181818181818182	1.63636363636364	3.45454545454545	2	3.72727272727273	2.63636363636364	3.54545454545455	4.18181818181818	2.72727272727273	3.5	3.36363636363636	3.81818181818182	3.18181818181818	4.09090909090909	1.27272727272727	2.72727272727273	3.09090909090909	3.36363636363636	3.36363636363636	2.18181818181818	4.45454545454545	3.18181818181818	3.45454545454545	4.45454545454545	2.27272727272727	2.54545454545455	3.72727272727273	2.36363636363636	2.81818181818182	4.36363636363636	3.72727272727273	0.727272727272727	3.18181818181818	2.72727272727273	3.90909090909091	5	3.90909090909091	0.727272727272727	0.181818181818182	3.27272727272727	2.27272727272727	4	2.18181818181818	1.45454545454545	3.90909090909091	1.81818181818182	4.45454545454545	1.63636363636364	3	3.45454545454545	3.81818181818182	2.63636363636364	3.90909090909091	2.36363636363636	3	4.09090909090909	4	2.27272727272727	2.81818181818182	3	4.09090909090909	2.72727272727273	1.18181818181818	4	2.36363636363636	4.72727272727273	1.81818181818182	3.72727272727273	3.09090909090909	2.90909090909091	3.09090909090909	2.27272727272727	3.18181818181818	3.45454545454545	4.18181818181818	4.09090909090909	2.72727272727273	3.09090909090909	3.54545454545455	4.09090909090909	3.27272727272727	3.45454545454545	4.09090909090909	1.27272727272727	3.72727272727273	3.72727272727273	4	2.90909090909091	4.27272727272727	3.18181818181818	3.09090909090909	4	2.63636363636364	4.09090909090909	1.27272727272727	3.18181818181818	3.09090909090909	1.54545454545455	1.90909090909091	0.181818181818182	3.18181818181818	1.81818181818182	2	1.81818181818182	3.09090909090909	0.909090909090909	4.63636363636364
social	3.6	4	2.2	4.4	2.2	4.4	2.6	4.6	4.4	2.8	3.6	3.4	4	3.4	4	0.4	1.4	3.4	1.6	3.6	1.6	2.8	4	2.2	3	2.8	3	2.6	4.2	1.2	2.4	2.6	2.8	3.4	2	4.8	2.4	2.6	4	1.6	2	3.8	1.8	2.2	4	4	0.6	3.2	1.6	4.4	5	3.2	0.2	0	2	2	3	1.2	1.6	3.8	1.8	4.2	0.4	2	3.2	3.6	2.6	3.4	1.8	2.6	4	3.8	2.6	3	2	3.2	2.4	0.6	3.8	1.4	4.4	1.2	3.6	2.8	2.2	2.8	2.2	2.4	3.4	3.2	3.2	2	2.6	2.8	4	2.8	2.6	4	1.6	2.8	3.2	3.8	2.6	3.8	2.6	2.6	3.6	2.6	4.4	1.4	2.4	2.6	0.8	1.6	0.4	2.4	1	1.8	0.6	2.6	0.2	4.2
psychological	3.83333333333333	4.33333333333333	2.33333333333333	5	2.83333333333333	4.83333333333333	3.83333333333333	4.66666666666667	4.66666666666667	3.66666666666667	4.66666666666667	3.33333333333333	4	2.16666666666667	4.66666666666667	0	1.83333333333333	3.5	2.33333333333333	3.83333333333333	3.5	4.16666666666667	4.33333333333333	3.16666666666667	4	3.83333333333333	4.5	3.66666666666667	4	1.33333333333333	3	3.5	3.83333333333333	3.33333333333333	2.33333333333333	4.16666666666667	3.83333333333333	4.16666666666667	4.83333333333333	2.83333333333333	3	3.66666666666667	2.83333333333333	3.33333333333333	4.66666666666667	3.5	0.833333333333333	3.16666666666667	3.66666666666667	3.5	5	4.5	1.16666666666667	0.333333333333333	4.33333333333333	2.5	4.83333333333333	3	1.33333333333333	4	1.83333333333333	4.66666666666667	2.66666666666667	3.83333333333333	3.66666666666667	4	2.66666666666667	4.33333333333333	2.83333333333333	3.33333333333333	4.16666666666667	4.16666666666667	2	2.66666666666667	3.83333333333333	4.83333333333333	3	1.66666666666667	4.16666666666667	3.16666666666667	5	2.33333333333333	3.83333333333333	3.33333333333333	3.5	3.33333333333333	2.33333333333333	3.83333333333333	3.5	5	4.83333333333333	3.33333333333333	3.5	4.16666666666667	4.16666666666667	3.66666666666667	4.16666666666667	4.16666666666667	1	4.5	4.16666666666667	4.16666666666667	3.16666666666667	4.66666666666667	3.66666666666667	3.5	4.33333333333333	2.66666666666667	3.83333333333333	1.16666666666667	3.83333333333333	3.5	2.16666666666667	2.16666666666667	0	3.83333333333333	2.5	2.16666666666667	2.83333333333333	3.5	1.5	5
totalmhcsf	3.85714285714286	4.35714285714286	2.42857142857143	4.71428571428571	2.85714285714286	4.71428571428571	3.35714285714286	4.64285714285714	4.57142857142857	3.35714285714286	4.21428571428571	3.42857142857143	3.92857142857143	2.35714285714286	4.42857142857143	0.142857142857143	1.5	3.5	2.35714285714286	3.78571428571429	2.78571428571429	3.78571428571429	4.35714285714286	3	3.23076923076923	3.07142857142857	3.85714285714286	3.5	4.07142857142857	1.5	2.92857142857143	3.28571428571429	3.42857142857143	3.35714285714286	2.57142857142857	4.57142857142857	3.35714285714286	3.57142857142857	4.42857142857143	2.64285714285714	2.78571428571429	3.71428571428571	2.35714285714286	2.92857142857143	4.42857142857143	3.85714285714286	1.07142857142857	3.35714285714286	2.92857142857143	4.07142857142857	5	4	0.714285714285714	0.357142857142857	3	2.5	4.07142857142857	2.64285714285714	1.71428571428571	4	2.07142857142857	4.57142857142857	2	3.07142857142857	3.57142857142857	3.85714285714286	2.64285714285714	3.92857142857143	2.07142857142857	3.14285714285714	4.07142857142857	3.92857142857143	2.57142857142857	3	3	3.85714285714286	3.07142857142857	1.5	4	2.14285714285714	4.78571428571429	2	3.57142857142857	3.21428571428571	3	2.92857142857143	2.5	3.35714285714286	3.57142857142857	4.28571428571429	4.21428571428571	2.78571428571429	3.21428571428571	3.85714285714286	4.14285714285714	3.28571428571429	3.78571428571429	4.14285714285714	1.71428571428571	3.92857142857143	3.85714285714286	3.92857142857143	3.21428571428571	4.35714285714286	3.5	3.35714285714286	4.21428571428571	2.92857142857143	4.14285714285714	1.42857142857143	3.28571428571429	3.42857142857143	1.78571428571429	2.35714285714286	0.142857142857143	3.35714285714286	2.28571428571429	2.21428571428571	2.21428571428571	3.07142857142857	1.14285714285714	4.71428571428571
flourishgroup	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1
psychological	3.875	4.5	2.125	5	2.875	4.875	3.625	4.625	4.75	3.5	4.625	3.375	4	2.75	4.625	0.125	1.875	3.5	2.5	3.875	3	4.375	4.125	3.25	3.85714285714286	3.75	4	3.75	4.25	1.125	3	3.625	3.5	3.625	2.375	4.375	3.875	3.75	4.625	2.75	3.375	3.875	2.875	3.25	4.75	3.875	0.875	3.375	3.25	3.875	5	4.5	0.875	0.25	3.5	2.375	4.75	2.875	1.5	4	1.625	4.625	2	3.75	3.75	4	2.875	4.375	2.5	3.125	4.25	4	2.25	2.625	3.5	4.875	3.125	1.5	4.25	2.5	5	1.875	3.875	3.375	3.375	3.625	2.25	3.5	3.75	4.875	4.875	3.75	3.375	4	4.25	3.375	3.875	4.25	1.25	4.625	4.25	4.125	3.625	4.75	3.375	3.625	4.5	2.5	4.125	1.125	3.75	3.625	1.875	2.375	0	3.5	2.125	2	2.25	3.625	1.125	5
brown	3.33333333333333	3.33333333333333	2.66666666666667	4	1.66666666666667	4	2.33333333333333	4.66666666666667	4	2.66666666666667	3	3.33333333333333	4	2.66666666666667	3.66666666666667	0.333333333333333	1	3.33333333333333	0.666666666666667	3.33333333333333	1.66666666666667	1.33333333333333	4.33333333333333	1.33333333333333	2.66666666666667	2.33333333333333	3.33333333333333	1.66666666666667	3.66666666666667	1.66666666666667	2	1.66666666666667	3	2.66666666666667	1.66666666666667	4.66666666666667	1.33333333333333	2.66666666666667	4	1	0.333333333333333	3.33333333333333	1	1.66666666666667	3.33333333333333	3.33333333333333	0.333333333333333	2.66666666666667	1.33333333333333	4	5	2.33333333333333	0.333333333333333	0	2.66666666666667	2	2	0.333333333333333	1.33333333333333	3.66666666666667	2.33333333333333	4	0.666666666666667	1	2.66666666666667	3.33333333333333	2	2.66666666666667	2	2.66666666666667	3.66666666666667	4	2.33333333333333	3.33333333333333	1.66666666666667	2	1.66666666666667	0.333333333333333	3.33333333333333	2	4	1.66666666666667	3.33333333333333	2.33333333333333	1.66666666666667	1.66666666666667	2.33333333333333	2.33333333333333	2.66666666666667	2.33333333333333	2	0	2.33333333333333	2.33333333333333	3.66666666666667	3	2.33333333333333	3.66666666666667	1.33333333333333	1.33333333333333	2.33333333333333	3.66666666666667	1	3	2.66666666666667	1.66666666666667	2.66666666666667	3	4	1.66666666666667	1.66666666666667	1.66666666666667	0.666666666666667	0.666666666666667	0.666666666666667	2.33333333333333	1	2	0.666666666666667	1.66666666666667	0.333333333333333	3.66666666666667
age 	35	49	61	58	54	35	38	39	41	45	37	53	52	38	53	61	51	54	41	36	45	38	35	48	53	53	37	61	57	35	57	37	50	56	50	52	50	43	57	54	38	58	35	36	61	55	39	44	47	65	38	64	45	45	46	38	61	42	58	35	51	55	36	35	46	62	63	41	44	35	60	50	54	51	62	55	54	39	57	36	47	49	43	41	59	53	45	63	55	53	63	36	44	59	46	52	59	41	46	54	53	47	60	48	44	57	52	57	50	40	61	39	44	44	47	40	38	37	52	39	45	67
white	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
